id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
MCQ-833,mcq,Regs_ESM,MaintenanceDetermination,medium,Question 833: What is the requirement for MaintenanceDetermination in Regs_ESM according to Victorian building regulations?,Option A for MCQ-833,Option B for MCQ-833,Option C for MCQ-833,Option D for MCQ-833,0,1,This question tests knowledge of MaintenanceDetermination requirements in Regs_ESM. The correct answer is Option A.,
MCQ-834,mcq,Business_FitProper,Registration,medium,Question 834: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-834,Option B for MCQ-834,Option C for MCQ-834,Option D for MCQ-834,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-835,mcq,Safety_HRW,SiteInduction,hard,Question 835: What is the requirement for SiteInduction in Safety_HRW according to Victorian building regulations?,Option A for MCQ-835,Option B for MCQ-835,Option C for MCQ-835,Option D for MCQ-835,2,1,This question tests knowledge of SiteInduction requirements in Safety_HRW. The correct answer is Option C.,
MCQ-836,mcq,Structure_Slabs,Reinforcement,medium,Question 836: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-836,Option B for MCQ-836,Option C for MCQ-836,Option D for MCQ-836,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-837,mcq,Structure_Steel,StructuralDrawings,easy,Question 837: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-837,Option B for MCQ-837,Option C for MCQ-837,Option D for MCQ-837,0,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option A.,
MCQ-838,mcq,Structure_TiltPanels,PanelConnections,hard,Question 838: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-838,Option B for MCQ-838,Option C for MCQ-838,Option D for MCQ-838,1,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-839,mcq,NCC_Egress,StairDimensions,hard,Question 839: What is the requirement for StairDimensions in NCC_Egress according to Victorian building regulations?,Option A for MCQ-839,Option B for MCQ-839,Option C for MCQ-839,Option D for MCQ-839,2,1,This question tests knowledge of StairDimensions requirements in NCC_Egress. The correct answer is Option C.,
MCQ-840,mcq,NCC_Health,RoomHeights,medium,Question 840: What is the requirement for RoomHeights in NCC_Health according to Victorian building regulations?,Option A for MCQ-840,Option B for MCQ-840,Option C for MCQ-840,Option D for MCQ-840,3,1,This question tests knowledge of RoomHeights requirements in NCC_Health. The correct answer is Option D.,
MCQ-841,mcq,NCC_Services,AccessibleLifts,medium,Question 841: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-841,Option B for MCQ-841,Option C for MCQ-841,Option D for MCQ-841,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-842,mcq,Act_Permits,PermitApplications,medium,Question 842: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-842,Option B for MCQ-842,Option C for MCQ-842,Option D for MCQ-842,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-843,mcq,Act_Enforcement,BuildingInspectors,medium,Question 843: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-843,Option B for MCQ-843,Option C for MCQ-843,Option D for MCQ-843,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-844,mcq,Regs_Permits,PermitAmendments,easy,Question 844: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-844,Option B for MCQ-844,Option C for MCQ-844,Option D for MCQ-844,3,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option D.,
MCQ-845,mcq,Regs_Inspections,FootingInspection,hard,Question 845: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-845,Option B for MCQ-845,Option C for MCQ-845,Option D for MCQ-845,0,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-846,mcq,Regs_ProtectionWork,ProtectionWorkDetermination,hard,Question 846: What is the requirement for ProtectionWorkDetermination in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-846,Option B for MCQ-846,Option C for MCQ-846,Option D for MCQ-846,1,1,This question tests knowledge of ProtectionWorkDetermination requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-847,mcq,Regs_ESM,AnnualReporting,easy,Question 847: What is the requirement for AnnualReporting in Regs_ESM according to Victorian building regulations?,Option A for MCQ-847,Option B for MCQ-847,Option C for MCQ-847,Option D for MCQ-847,2,1,This question tests knowledge of AnnualReporting requirements in Regs_ESM. The correct answer is Option C.,
MCQ-848,mcq,Business_FitProper,Registration,hard,Question 848: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-848,Option B for MCQ-848,Option C for MCQ-848,Option D for MCQ-848,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-849,mcq,Safety_HRW,Scaffolding,hard,Question 849: What is the requirement for Scaffolding in Safety_HRW according to Victorian building regulations?,Option A for MCQ-849,Option B for MCQ-849,Option C for MCQ-849,Option D for MCQ-849,0,1,This question tests knowledge of Scaffolding requirements in Safety_HRW. The correct answer is Option A.,
MCQ-850,mcq,Structure_Slabs,Reinforcement,easy,Question 850: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-850,Option B for MCQ-850,Option C for MCQ-850,Option D for MCQ-850,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-851,mcq,Structure_Steel,WeldInspection,hard,Question 851: What is the requirement for WeldInspection in Structure_Steel according to Victorian building regulations?,Option A for MCQ-851,Option B for MCQ-851,Option C for MCQ-851,Option D for MCQ-851,2,1,This question tests knowledge of WeldInspection requirements in Structure_Steel. The correct answer is Option C.,
MCQ-852,mcq,Structure_TiltPanels,PanelDesign,medium,Question 852: What is the requirement for PanelDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-852,Option B for MCQ-852,Option C for MCQ-852,Option D for MCQ-852,3,1,This question tests knowledge of PanelDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-853,mcq,NCC_Egress,Balustrades,medium,Question 853: What is the requirement for Balustrades in NCC_Egress according to Victorian building regulations?,Option A for MCQ-853,Option B for MCQ-853,Option C for MCQ-853,Option D for MCQ-853,0,1,This question tests knowledge of Balustrades requirements in NCC_Egress. The correct answer is Option A.,
MCQ-854,mcq,NCC_Health,VentilationRequirements,easy,Question 854: What is the requirement for VentilationRequirements in NCC_Health according to Victorian building regulations?,Option A for MCQ-854,Option B for MCQ-854,Option C for MCQ-854,Option D for MCQ-854,1,1,This question tests knowledge of VentilationRequirements requirements in NCC_Health. The correct answer is Option B.,
MCQ-855,mcq,NCC_Services,AccessibleLifts,hard,Question 855: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-855,Option B for MCQ-855,Option C for MCQ-855,Option D for MCQ-855,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-856,mcq,Act_Permits,PermitApplications,medium,Question 856: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-856,Option B for MCQ-856,Option C for MCQ-856,Option D for MCQ-856,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-857,mcq,Act_Enforcement,BuildingInspectors,medium,Question 857: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-857,Option B for MCQ-857,Option C for MCQ-857,Option D for MCQ-857,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-858,mcq,Regs_Permits,BuildingInformation,easy,Question 858: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-858,Option B for MCQ-858,Option C for MCQ-858,Option D for MCQ-858,1,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option B.,
MCQ-859,mcq,Regs_Inspections,MandatoryNotifications,medium,Question 859: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-859,Option B for MCQ-859,Option C for MCQ-859,Option D for MCQ-859,2,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-860,mcq,Regs_ProtectionWork,SupportWork,medium,Question 860: What is the requirement for SupportWork in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-860,Option B for MCQ-860,Option C for MCQ-860,Option D for MCQ-860,3,1,This question tests knowledge of SupportWork requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-861,mcq,Regs_ESM,MaintenanceRequirements,easy,Question 861: What is the requirement for MaintenanceRequirements in Regs_ESM according to Victorian building regulations?,Option A for MCQ-861,Option B for MCQ-861,Option C for MCQ-861,Option D for MCQ-861,0,1,This question tests knowledge of MaintenanceRequirements requirements in Regs_ESM. The correct answer is Option A.,
MCQ-862,mcq,Business_FitProper,Registration,medium,Question 862: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-862,Option B for MCQ-862,Option C for MCQ-862,Option D for MCQ-862,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-863,mcq,Safety_HRW,FallArrestSystems,easy,Question 863: What is the requirement for FallArrestSystems in Safety_HRW according to Victorian building regulations?,Option A for MCQ-863,Option B for MCQ-863,Option C for MCQ-863,Option D for MCQ-863,2,1,This question tests knowledge of FallArrestSystems requirements in Safety_HRW. The correct answer is Option C.,
MCQ-864,mcq,Structure_Slabs,Reinforcement,medium,Question 864: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-864,Option B for MCQ-864,Option C for MCQ-864,Option D for MCQ-864,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-865,mcq,Structure_Steel,SteelFrameConnections,hard,Question 865: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-865,Option B for MCQ-865,Option C for MCQ-865,Option D for MCQ-865,0,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option A.,
